Conso;Glacage;Fourrage;Eclair;App glacage;Evocation glacage;Attentes gustatives;Int Chocolat;Sucre;Lait;Amer;Ressenti;Liking;Sexe;Age;CSP;Conso Patisseries;Attrait Patisseries;Difficulte Epreuve
29;Gfonce;Ffort;Gfonce_Ffort;9;chocolat_noir,amer,fort,peu_sucre;amer,peu_sucre,peu_lacte,cacao;3;4;3;3;je m attendais a ca;7;F;18/24;etudiants;regulierement;10;2
29;Gfonce;Ffaible;Gfonce_Ffaible;9;chocolat_noir,amer,fort,peu_sucre;amer,peu_sucre,peu_lacte,cacao;2;4;4;2;decu;4;F;18/24;etudiants;regulierement;10;2
29;Gfonce;Fmoyen;Gfonce_Fmoyen;9;chocolat_noir,amer,fort,peu_sucre;amer,peu_sucre,peu_lacte,cacao;3;4;3;3;je m attendais a ca;8;F;18/24;etudiants;regulierement;10;2
30;Gclair;Ffaible;Gclair_Ffaible;3;cafe;fort,amer;4;4;4;1;tres agreablement surpris;10;F;18/24;etudiants;occasionnellement;10;2
30;Gclair;Fmoyen;Gclair_Fmoyen;3;cafe;fort,amer;5;5;2;2;agreablement surpris;7;F;18/24;etudiants;occasionnellement;10;2
30;Gclair;Ffort;Gclair_Ffort;3;cafe;fort,amer;3;3;4;3;decu;2;F;18/24;etudiants;occasionnellement;10;2
30;Gmoyen;Ffaible;Gmoyen_Ffaible;8;chocolat,gourmand;sucre,doux;2;3;3;3;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;10;2
30;Gmoyen;Fmoyen;Gmoyen_Fmoyen;8;chocolat,gourmand;sucre,doux;4;4;3;3;decu;6;F;18/24;etudiants;occasionnellement;10;2
30;Gmoyen;Ffort;Gmoyen_Ffort;8;chocolat,gourmand;sucre,doux;4;2;2;5;tres decu;2;F;18/24;etudiants;occasionnellement;10;2
30;Gfonce;Ffort;Gfonce_Ffort;10;chocolat,intense,savoureux,appetissant,plaisir;chocolat_fort;3;3;4;3;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;10;2
30;Gfonce;Ffaible;Gfonce_Ffaible;10;chocolat,intense,savoureux,appetissant,plaisir;chocolat_fort;2;3;4;2;decu;7;F;18/24;etudiants;occasionnellement;10;2
30;Gfonce;Fmoyen;Gfonce_Fmoyen;10;chocolat,intense,savoureux,appetissant,plaisir;chocolat_fort;3;3;4;2;je m attendais a ca;9;F;18/24;etudiants;occasionnellement;10;2
31;Gclair;Ffaible;Gclair_Ffaible;6;cafe;moelleux,gateau,fraicheur,onctuosite,creme,tres_sucre;2;3;2;1;agreablement surpris;7;F;18/24;etudiants;regulierement;10;3
31;Gclair;Fmoyen;Gclair_Fmoyen;6;cafe;moelleux,gateau,fraicheur,onctuosite,creme,tres_sucre;4;3;3;3;agreablement surpris;8;F;18/24;etudiants;regulierement;10;3
31;Gclair;Ffort;Gclair_Ffort;6;cafe;moelleux,gateau,fraicheur,onctuosite,creme,tres_sucre;4;2;2;2;decu;6;F;18/24;etudiants;regulierement;10;3
31;Gmoyen;Fmoyen;Gmoyen_Fmoyen;7;chocolat_au_lait;bchocolat,noisette,sucre,fondant;3;3;3;3;je m attendais a ca;8;F;18/24;etudiants;regulierement;10;3
31;Gmoyen;Ffaible;Gmoyen_Ffaible;7;chocolat_au_lait;bchocolat,noisette,sucre,fondant;2;4;3;2;decu;7;F;18/24;etudiants;regulierement;10;3
31;Gmoyen;Ffort;Gmoyen_Ffort;7;chocolat_au_lait;bchocolat,noisette,sucre,fondant;4;2;2;4;decu;6;F;18/24;etudiants;regulierement;10;3
31;Gfonce;Fmoyen;Gfonce_Fmoyen;9;chocolat_noir;bon_chocolat_noir,intense,fondant;2;3;2;2;agreablement surpris;9;F;18/24;etudiants;regulierement;10;3
31;Gfonce;Ffaible;Gfonce_Ffaible;9;chocolat_noir;bon_chocolat_noir,intense,fondant;3;3;3;3;agreablement surpris;9;F;18/24;etudiants;regulierement;10;3
31;Gfonce;Ffort;Gfonce_Ffort;9;chocolat_noir;bon_chocolat_noir,intense,fondant;5;4;2;4;decu;5;F;18/24;etudiants;regulierement;10;3
32;Gclair;Ffaible;Gclair_Ffaible;7;eclair_au_cafe,peu_sucre;sucre,cafe,chocolat;3;3;4;3;je m attendais a ca;7;F;18/24;etudiants;occasionnellement;10;3
32;Gclair;Fmoyen;Gclair_Fmoyen;7;eclair_au_cafe,peu_sucre;sucre,cafe,chocolat;4;3;3;3;agreablement surpris;9;F;18/24;etudiants;occasionnellement;10;3
32;Gclair;Ffort;Gclair_Ffort;7;eclair_au_cafe,peu_sucre;sucre,cafe,chocolat;4;2;2;5;decu;4;F;18/24;etudiants;occasionnellement;10;3
32;Gmoyen;Fmoyen;Gmoyen_Fmoyen;9;prononce,chocolat;sucre,chocolat_au_lait;3;3;4;3;agreablement surpris;8;F;18/24;etudiants;occasionnellement;10;3
32;Gmoyen;Ffaible;Gmoyen_Ffaible;9;prononce,chocolat;sucre,chocolat_au_lait;2;3;3;2;decu;5;F;18/24;etudiants;occasionnellement;10;3
32;Gmoyen;Ffort;Gmoyen_Ffort;9;prononce,chocolat;sucre,chocolat_au_lait;4;3;2;4;decu;3;F;18/24;etudiants;occasionnellement;10;3
32;Gfonce;Fmoyen;Gfonce_Fmoyen;9;eclair,fort_en_chocolat,plutot_amer;sucre,amer,chocolat_noir;2;3;3;3;agreablement surpris;8;F;18/24;etudiants;occasionnellement;10;3
32;Gfonce;Ffaible;Gfonce_Ffaible;9;eclair,fort_en_chocolat,plutot_amer;sucre,amer,chocolat_noir;2;2;2;2;decu;2;F;18/24;etudiants;occasionnellement;10;3
32;Gfonce;Ffort;Gfonce_Ffort;9;eclair,fort_en_chocolat,plutot_amer;sucre,amer,chocolat_noir;3;3;4;4;decu;5;F;18/24;etudiants;occasionnellement;10;3
33;Gfonce;Ffort;Gfonce_Ffort;10;chocolat,intense,doux,cremeux;chocolat_noir,sucre,amer;2;3;3;2;decu;9;F;18/24;etudiants;regulierement;10;1
33;Gfonce;Fmoyen;Gfonce_Fmoyen;10;chocolat,intense,doux,cremeux;chocolat_noir,sucre,amer;3;3;3;3;je m attendais a ca;10;F;18/24;etudiants;regulierement;10;1
33;Gfonce;Ffaible;Gfonce_Ffaible;10;chocolat,intense,doux,cremeux;chocolat_noir,sucre,amer;1;3;3;1;tres decu;6;F;18/24;etudiants;regulierement;10;1
33;Gclair;Fmoyen;Gclair_Fmoyen;10;chocolat_au_lait,caramel,marron_clair;chocolat_au_lait,doux,sucre,lacte;3;3;3;3;je m attendais a ca;5;F;18/24;etudiants;regulierement;10;1
33;Gclair;Ffort;Gclair_Ffort;10;chocolat_au_lait,caramel,marron_clair;chocolat_au_lait,doux,sucre,lacte;3;3;3;4;decu;3;F;18/24;etudiants;regulierement;10;1
33;Gclair;Ffaible;Gclair_Ffaible;10;chocolat_au_lait,caramel,marron_clair;chocolat_au_lait,doux,sucre,lacte;3;3;3;3;agreablement surpris;8;F;18/24;etudiants;regulierement;10;1
33;Gmoyen;Ffaible;Gmoyen_Ffaible;4;cafe,trop_clair;lacte,sucre,cafe;4;3;3;4;tres agreablement surpris;8;F;18/24;etudiants;regulierement;10;1
33;Gmoyen;Ffort;Gmoyen_Ffort;4;cafe,trop_clair;lacte,sucre,cafe;5;2;2;5;decu;5;F;18/24;etudiants;regulierement;10;1
33;Gmoyen;Fmoyen;Gmoyen_Fmoyen;4;cafe,trop_clair;lacte,sucre,cafe;3;3;3;3;je m attendais a ca;7;F;18/24;etudiants;regulierement;10;1
34;Gfonce;Ffort;Gfonce_Ffort;4;tres_brillant;sucre,onctuosite;3;3;2;3;agreablement surpris;7;F;15/17;etudiants;jamais;4;4
34;Gfonce;Fmoyen;Gfonce_Fmoyen;4;tres_brillant;sucre,onctuosite;2;3;3;2;decu;4;F;15/17;etudiants;jamais;4;4
34;Gfonce;Ffaible;Gfonce_Ffaible;4;tres_brillant;sucre,onctuosite;2;3;3;2;je m attendais a ca;5;F;15/17;etudiants;jamais;4;4
34;Gclair;Fmoyen;Gclair_Fmoyen;5;douceur;tres_sucre,peu_chocolate;1;2;4;1;tres decu;2;F;15/17;etudiants;jamais;4;4
34;Gclair;Ffort;Gclair_Ffort;5;douceur;tres_sucre,peu_chocolate;3;2;1;4;agreablement surpris;5;F;15/17;etudiants;jamais;4;4
34;Gclair;Ffaible;Gclair_Ffaible;5;douceur;tres_sucre,peu_chocolate;3;3;3;2;tres agreablement surpris;10;F;15/17;etudiants;jamais;4;4
34;Gmoyen;Ffaible;Gmoyen_Ffaible;2;eclair_au_cafe;amer,pas,tres_sucre;1;1;3;2;tres decu;0;F;15/17;etudiants;jamais;4;4
34;Gmoyen;Ffort;Gmoyen_Ffort;2;eclair_au_cafe;amer,pas,tres_sucre;3;2;2;3;agreablement surpris;7;F;15/17;etudiants;jamais;4;4
34;Gmoyen;Fmoyen;Gmoyen_Fmoyen;2;eclair_au_cafe;amer,pas,tres_sucre;3;3;3;2;agreablement surpris;9;F;15/17;etudiants;jamais;4;4
35;Gclair;Fmoyen;Gclair_Fmoyen;3;eclair_au_cafe;bien_garnis,fondant;4;2;3;1;je m attendais a ca;9;F;18/24;etudiants;occasionnellement;8;7
35;Gclair;Ffort;Gclair_Ffort;3;eclair_au_cafe;bien_garnis,fondant;4;2;2;4;decu;5;F;18/24;etudiants;occasionnellement;8;7
35;Gclair;Ffaible;Gclair_Ffaible;3;eclair_au_cafe;bien_garnis,fondant;3;3;3;3;agreablement surpris;7;F;18/24;etudiants;occasionnellement;8;7
35;Gmoyen;Ffaible;Gmoyen_Ffaible;3;sec;sec,sucre;1;1;2;2;decu;5;F;18/24;etudiants;occasionnellement;8;7
35;Gmoyen;Fmoyen;Gmoyen_Fmoyen;3;sec;sec,sucre;4;3;3;4;je m attendais a ca;7;F;18/24;etudiants;occasionnellement;8;7
35;Gmoyen;Ffort;Gmoyen_Ffort;3;sec;sec,sucre;2;1;2;4;decu;4;F;18/24;etudiants;occasionnellement;8;7
35;Gfonce;Fmoyen;Gfonce_Fmoyen;10;intense,bien_sucre,garnis;fondant,onctueux,chocolat,pas_trop_amer;3;3;3;3;tres agreablement surpris;9;F;18/24;etudiants;occasionnellement;8;7
35;Gfonce;Ffaible;Gfonce_Ffaible;10;intense,bien_sucre,garnis;fondant,onctueux,chocolat,pas_trop_amer;2;3;3;3;tres agreablement surpris;10;F;18/24;etudiants;occasionnellement;8;7
35;Gfonce;Ffort;Gfonce_Ffort;10;intense,bien_sucre,garnis;fondant,onctueux,chocolat,pas_trop_amer;4;2;2;4;decu;5;F;18/24;etudiants;occasionnellement;8;7
36;Gclair;Fmoyen;Gclair_Fmoyen;2;impression,cafe,moins_sucre,plus_doux;fondant,amer,feuillete;2;2;3;2;agreablement surpris;8;F;18/24;etudiants;occasionnellement;9;5
36;Gclair;Ffort;Gclair_Ffort;2;impression,cafe,moins_sucre,plus_doux;fondant,amer,feuillete;4;3;3;3;tres agreablement surpris;9;F;18/24;etudiants;occasionnellement;9;5
36;Gclair;Ffaible;Gclair_Ffaible;2;impression,cafe,moins_sucre,plus_doux;fondant,amer,feuillete;2;1;3;1;decu;3;F;18/24;etudiants;occasionnellement;9;5
36;Gmoyen;Ffaible;Gmoyen_Ffaible;8;cacao,envie,chocolat;fondant,bien,chocolate,pas_trop_amer;1;2;2;1;je m attendais a ca;2;F;18/24;etudiants;occasionnellement;9;5
36;Gmoyen;Fmoyen;Gmoyen_Fmoyen;8;cacao,envie,chocolat;fondant,bien,chocolate,pas_trop_amer;3;3;3;3;tres agreablement surpris;9;F;18/24;etudiants;occasionnellement;9;5
36;Gmoyen;Ffort;Gmoyen_Ffort;8;cacao,envie,chocolat;fondant,bien,chocolate,pas_trop_amer;4;3;2;4;agreablement surpris;9;F;18/24;etudiants;occasionnellement;9;5
36;Gfonce;Fmoyen;Gfonce_Fmoyen;10;chocolat,beaucoup_de_gout,fort,plutot_amer;fondant,onctueux;2;3;3;2;agreablement surpris;8;F;18/24;etudiants;occasionnellement;9;5
36;Gfonce;Ffaible;Gfonce_Ffaible;10;chocolat,beaucoup_de_gout,fort,plutot_amer;fondant,onctueux;1;1;3;1;decu;2;F;18/24;etudiants;occasionnellement;9;5
36;Gfonce;Ffort;Gfonce_Ffort;10;chocolat,beaucoup_de_gout,fort,plutot_amer;fondant,onctueux;3;3;3;3;je m attendais a ca;10;F;18/24;etudiants;occasionnellement;9;5
37;Gfonce;Ffaible;Gfonce_Ffaible;8;chocolat_noir,plaisir;sucre,assez_amer;2;5;4;2;je m attendais a ca;3;F;18/24;etudiants;regulierement;10;6
37;Gfonce;Ffort;Gfonce_Ffort;8;chocolat_noir,plaisir;sucre,assez_amer;4;3;4;4;decu;3;F;18/24;etudiants;regulierement;10;6
37;Gfonce;Fmoyen;Gfonce_Fmoyen;8;chocolat_noir,plaisir;sucre,assez_amer;3;4;4;3;agreablement surpris;7;F;18/24;etudiants;regulierement;10;6
37;Gmoyen;Ffort;Gmoyen_Ffort;4;chocolat_au_lait,caramel,trop_brillant;trop_sucre,ecoeurant;3;5;5;1;je m attendais a ca;2;F;18/24;etudiants;regulierement;10;6
37;Gmoyen;Fmoyen;Gmoyen_Fmoyen;4;chocolat_au_lait,caramel,trop_brillant;trop_sucre,ecoeurant;4;4;4;3;agreablement surpris;4;F;18/24;etudiants;regulierement;10;6
37;Gmoyen;Ffaible;Gmoyen_Ffaible;4;chocolat_au_lait,caramel,trop_brillant;trop_sucre,ecoeurant;4;5;5;2;je m attendais a ca;2;F;18/24;etudiants;regulierement;10;6
37;Gclair;Ffaible;Gclair_Ffaible;2;caramel_beurre_sale,lait,beurre;sucre,beurre,chocolat_au_lait,sucre;3;4;3;3;je m attendais a ca;1;F;18/24;etudiants;regulierement;10;6
37;Gclair;Ffort;Gclair_Ffort;2;caramel_beurre_sale,lait,beurre;sucre,beurre,chocolat_au_lait,sucre;4;2;4;4;agreablement surpris;4;F;18/24;etudiants;regulierement;10;6
37;Gclair;Fmoyen;Gclair_Fmoyen;2;caramel_beurre_sale,lait,beurre;sucre,beurre,chocolat_au_lait,sucre;2;4;3;3;je m attendais a ca;3;F;18/24;etudiants;regulierement;10;6
38;Gfonce;Ffaible;Gfonce_Ffaible;8;eclair_au_chocolat;intense,chocolat,qualite,du,chou;2;3;4;2;agreablement surpris;8;F;18/24;etudiants;occasionnellement;7;5
38;Gfonce;Ffort;Gfonce_Ffort;8;eclair_au_chocolat;intense,chocolat,qualite,du,chou;5;2;2;4;decu;3;F;18/24;etudiants;occasionnellement;7;5
38;Gfonce;Fmoyen;Gfonce_Fmoyen;8;eclair_au_chocolat;intense,chocolat,qualite,du,chou;3;3;3;2;agreablement surpris;8;F;18/24;etudiants;occasionnellement;7;5
38;Gmoyen;Ffort;Gmoyen_Ffort;8;caramel;gout,sucre,caramel,intense,caramel;4;2;3;4;decu;4;F;18/24;etudiants;occasionnellement;7;5
38;Gmoyen;Fmoyen;Gmoyen_Fmoyen;8;caramel;gout,sucre,caramel,intense,caramel;3;3;3;3;agreablement surpris;6;F;18/24;etudiants;occasionnellement;7;5
38;Gmoyen;Ffaible;Gmoyen_Ffaible;8;caramel;gout,sucre,caramel,intense,caramel;3;3;3;3;je m attendais a ca;7;F;18/24;etudiants;occasionnellement;7;5
38;Gclair;Ffaible;Gclair_Ffaible;3;cafe;intense,cafe,qualite,chou,gout,amer;3;4;2;2;agreablement surpris;6;F;18/24;etudiants;occasionnellement;7;5
38;Gclair;Ffort;Gclair_Ffort;3;cafe;intense,cafe,qualite,chou,gout,amer;4;2;2;3;decu;3;F;18/24;etudiants;occasionnellement;7;5
38;Gclair;Fmoyen;Gclair_Fmoyen;3;cafe;intense,cafe,qualite,chou,gout,amer;3;4;3;2;decu;6;F;18/24;etudiants;occasionnellement;7;5
39;Gmoyen;Ffort;Gmoyen_Ffort;8;caramel,chocolat,original,brillant;chocolat_au_lait,gout,caramel;3;3;2;3;decu;8;F;18/24;etudiants;occasionnellement;2;3
39;Gmoyen;Fmoyen;Gmoyen_Fmoyen;8;caramel,chocolat,original,brillant;chocolat_au_lait,gout,caramel;3;4;3;3;decu;7;F;18/24;etudiants;occasionnellement;2;3
39;Gmoyen;Ffaible;Gmoyen_Ffaible;8;caramel,chocolat,original,brillant;chocolat_au_lait,gout,caramel;2;5;3;2;tres decu;5;F;18/24;etudiants;occasionnellement;2;3
39;Gclair;Ffaible;Gclair_Ffaible;3;cafe,amer,tres_sucre;tres_sucre,gout,cafe;1;4;3;2;decu;5;F;18/24;etudiants;occasionnellement;2;3
39;Gclair;Ffort;Gclair_Ffort;3;cafe,amer,tres_sucre;tres_sucre,gout,cafe;3;3;3;3;tres agreablement surpris;8;F;18/24;etudiants;occasionnellement;2;3
39;Gclair;Fmoyen;Gclair_Fmoyen;3;cafe,amer,tres_sucre;tres_sucre,gout,cafe;3;3;3;3;agreablement surpris;8;F;18/24;etudiants;occasionnellement;2;3
39;Gfonce;Ffaible;Gfonce_Ffaible;9;tres_intense,chocolat_noir,amer,moins_sucre;intense,amer,peu_sucre,onctueux;2;4;4;2;tres decu;6;F;18/24;etudiants;occasionnellement;2;3
39;Gfonce;Fmoyen;Gfonce_Fmoyen;9;tres_intense,chocolat_noir,amer,moins_sucre;intense,amer,peu_sucre,onctueux;2;3;4;3;decu;8;F;18/24;etudiants;occasionnellement;2;3
39;Gfonce;Ffort;Gfonce_Ffort;9;tres_intense,chocolat_noir,amer,moins_sucre;intense,amer,peu_sucre,onctueux;3;3;3;3;tres agreablement surpris;10;F;18/24;etudiants;occasionnellement;2;3
40;Gfonce;Fmoyen;Gfonce_Fmoyen;3;chocolat;beaucoup_chocolat_noir;2;3;4;4;decu;5;M;10;ecolier;regulierement;9;3
40;Gfonce;Ffort;Gfonce_Ffort;3;chocolat;beaucoup_chocolat_noir;3;3;3;3;agreablement surpris;7;M;10;ecolier;regulierement;9;3
40;Gfonce;Ffaible;Gfonce_Ffaible;3;chocolat;beaucoup_chocolat_noir;2;4;4;2;tres agreablement surpris;8;M;10;ecolier;regulierement;9;3
40;Gmoyen;Fmoyen;Gmoyen_Fmoyen;4;cafe,chocolat_au_lait;fraicheur,amer;3;3;4;2;je m attendais a ca;5;M;10;ecolier;regulierement;9;3
40;Gmoyen;Ffaible;Gmoyen_Ffaible;4;cafe,chocolat_au_lait;fraicheur,amer;3;4;4;3;je m attendais a ca;7;M;10;ecolier;regulierement;9;3
40;Gmoyen;Ffort;Gmoyen_Ffort;4;cafe,chocolat_au_lait;fraicheur,amer;5;2;2;4;tres decu;4;M;10;ecolier;regulierement;9;3
40;Gclair;Fmoyen;Gclair_Fmoyen;8;caramel;caramel;3;2;3;3;agreablement surpris;8;M;10;ecolier;regulierement;9;3
40;Gclair;Ffaible;Gclair_Ffaible;8;caramel;caramel;3;2;4;3;je m attendais a ca;8;M;10;ecolier;regulierement;9;3
40;Gclair;Ffort;Gclair_Ffort;8;caramel;caramel;5;1;2;4;decu;3;M;10;ecolier;regulierement;9;3
41;Gfonce;Fmoyen;Gfonce_Fmoyen;10;delicieux;sucre,croquant,chocolat;4;4;2;1;agreablement surpris;8;F;25/34;etudiants;regulierement;7;3
41;Gfonce;Ffaible;Gfonce_Ffaible;10;delicieux;sucre,croquant,chocolat;2;2;2;4;decu;5;F;25/34;etudiants;regulierement;7;3
41;Gfonce;Ffort;Gfonce_Ffort;10;delicieux;sucre,croquant,chocolat;5;3;4;3;tres agreablement surpris;10;F;25/34;etudiants;regulierement;7;3
41;Gmoyen;Fmoyen;Gmoyen_Fmoyen;10;cafe;cafe,creme;2;3;4;3;decu;6;F;25/34;etudiants;regulierement;7;3
41;Gmoyen;Ffort;Gmoyen_Ffort;10;cafe;cafe,creme;4;4;4;2;je m attendais a ca;7;F;25/34;etudiants;regulierement;7;3
41;Gmoyen;Ffaible;Gmoyen_Ffaible;10;cafe;cafe,creme;4;4;5;3;je m attendais a ca;6;F;25/34;etudiants;regulierement;7;3
41;Gclair;Ffaible;Gclair_Ffaible;10;cafe,envie;cafe,creme,lacte,sucre,fondant;3;4;5;3;decu;7;F;25/34;etudiants;regulierement;7;3
41;Gclair;Fmoyen;Gclair_Fmoyen;10;cafe,envie;cafe,creme,lacte,sucre,fondant;3;5;4;3;agreablement surpris;8;F;25/34;etudiants;regulierement;7;3
41;Gclair;Ffort;Gclair_Ffort;10;cafe,envie;cafe,creme,lacte,sucre,fondant;1;4;3;3;decu;5;F;25/34;etudiants;regulierement;7;3
42;Gfonce;Fmoyen;Gfonce_Fmoyen;7;chocolat,assez_fort;fort_en_chocolat;3;4;3;2;je m attendais a ca;7;F;25/34;professions liberales et cadres superieurs;regulierement;8;7
42;Gfonce;Ffaible;Gfonce_Ffaible;7;chocolat,assez_fort;fort_en_chocolat;2;4;3;2;je m attendais a ca;6;F;25/34;professions liberales et cadres superieurs;regulierement;8;7
42;Gfonce;Ffort;Gfonce_Ffort;7;chocolat,assez_fort;fort_en_chocolat;3;3;3;3;agreablement surpris;8;F;25/34;professions liberales et cadres superieurs;regulierement;8;7
42;Gmoyen;Fmoyen;Gmoyen_Fmoyen;8;chocolat_au_lait;sucre;1;2;4;3;decu;4;F;25/34;professions liberales et cadres superieurs;regulierement;8;7
42;Gmoyen;Ffort;Gmoyen_Ffort;8;chocolat_au_lait;sucre;4;2;3;4;agreablement surpris;5;F;25/34;professions liberales et cadres superieurs;regulierement;8;7
42;Gmoyen;Ffaible;Gmoyen_Ffaible;8;chocolat_au_lait;sucre;3;3;3;3;je m attendais a ca;4;F;25/34;professions liberales et cadres superieurs;regulierement;8;7
42;Gclair;Ffaible;Gclair_Ffaible;7;chocolat,caramel;chocolat,caramel_beurre_sale;2;2;3;3;decu;2;F;25/34;professions liberales et cadres superieurs;regulierement;8;7
42;Gclair;Fmoyen;Gclair_Fmoyen;7;chocolat,caramel;chocolat,caramel_beurre_sale;4;2;2;4;agreablement surpris;7;F;25/34;professions liberales et cadres superieurs;regulierement;8;7
42;Gclair;Ffort;Gclair_Ffort;7;chocolat,caramel;chocolat,caramel_beurre_sale;4;2;2;5;decu;6;F;25/34;professions liberales et cadres superieurs;regulierement;8;7
43;Gmoyen;Ffort;Gmoyen_Ffort;3;trop_claire,pas_homogene,pas_assez_de_chocolat,trop_de_sucre,trop_brillant;trop_sucre,pas_assez_chocolat,collant;1;3;4;2;decu;2;F;18/24;etudiants;regulierement;8;7
43;Gmoyen;Fmoyen;Gmoyen_Fmoyen;3;trop_claire,pas_homogene,pas_assez_de_chocolat,trop_de_sucre,trop_brillant;trop_sucre,pas_assez_chocolat,collant;3;4;3;3;je m attendais a ca;4;F;18/24;etudiants;regulierement;8;7
43;Gmoyen;Ffaible;Gmoyen_Ffaible;3;trop_claire,pas_homogene,pas_assez_de_chocolat,trop_de_sucre,trop_brillant;trop_sucre,pas_assez_chocolat,collant;4;3;2;3;agreablement surpris;6;F;18/24;etudiants;regulierement;8;7
43;Gclair;Ffaible;Gclair_Ffaible;1;cafe,trop_terne,pas_assez_concentre;trop_sucre,tres_peu_chocolate,chocolat,tres_lait,tres_peu_amer;1;4;4;1;decu;2;F;18/24;etudiants;regulierement;8;7
43;Gclair;Ffort;Gclair_Ffort;1;cafe,trop_terne,pas_assez_concentre;trop_sucre,tres_peu_chocolate,chocolat,tres_lait,tres_peu_amer;5;3;2;5;je m attendais a ca;2;F;18/24;etudiants;regulierement;8;7
43;Gclair;Fmoyen;Gclair_Fmoyen;1;cafe,trop_terne,pas_assez_concentre;trop_sucre,tres_peu_chocolate,chocolat,tres_lait,tres_peu_amer;4;3;3;3;tres agreablement surpris;8;F;18/24;etudiants;regulierement;8;7
43;Gfonce;Ffaible;Gfonce_Ffaible;8;chocolate,intense,sucre,artificiel;chocolat_intense,pas_lacte;1;3;4;1;tres decu;2;F;18/24;etudiants;regulierement;8;7
43;Gfonce;Fmoyen;Gfonce_Fmoyen;8;chocolate,intense,sucre,artificiel;chocolat_intense,pas_lacte;4;3;2;4;je m attendais a ca;7;F;18/24;etudiants;regulierement;8;7
43;Gfonce;Ffort;Gfonce_Ffort;8;chocolate,intense,sucre,artificiel;chocolat_intense,pas_lacte;5;2;1;5;decu;4;F;18/24;etudiants;regulierement;8;7
44;Gmoyen;Ffaible;Gmoyen_Ffaible;6;chocolat,caramel,tres_brillant;chocolat,caramel;2;4;2;1;decu;3;F;50/64;cadres moyen;regulierement;7;7
44;Gmoyen;Fmoyen;Gmoyen_Fmoyen;6;chocolat,caramel,tres_brillant;chocolat,caramel;3;3;3;3;agreablement surpris;7;F;50/64;cadres moyen;regulierement;7;7
44;Gmoyen;Ffort;Gmoyen_Ffort;6;chocolat,caramel,tres_brillant;chocolat,caramel;2;4;2;2;agreablement surpris;6;F;50/64;cadres moyen;regulierement;7;7
44;Gfonce;Ffaible;Gfonce_Ffaible;9;chocolat_noir;chocolat_noir,amer,brut;1;2;3;1;decu;5;F;50/64;cadres moyen;regulierement;7;7
44;Gfonce;Ffort;Gfonce_Ffort;9;chocolat_noir;chocolat_noir,amer,brut;3;3;3;3;tres agreablement surpris;9;F;50/64;cadres moyen;regulierement;7;7
44;Gfonce;Fmoyen;Gfonce_Fmoyen;9;chocolat_noir;chocolat_noir,amer,brut;3;3;3;3;tres agreablement surpris;9;F;50/64;cadres moyen;regulierement;7;7
44;Gclair;Fmoyen;Gclair_Fmoyen;0;cafe,caramel;cafe,caramel;4;4;4;1;decu;4;F;50/64;cadres moyen;regulierement;7;7
44;Gclair;Ffort;Gclair_Ffort;0;cafe,caramel;cafe,caramel;4;3;2;3;agreablement surpris;7;F;50/64;cadres moyen;regulierement;7;7
