Conso;Glacage;Fourrage;Eclair;App glacage;Evocation glacage;Attentes gustatives;Int Chocolat;Sucre;Lait;Amer;Ressenti;Liking;Sexe;Age;CSP;Conso Patisseries;Attrait Patisseries;Difficulte Epreuve
44;Gclair;Ffaible;Gclair_Ffaible;0;cafe,caramel;cafe,caramel;1;1;3;1;decu;3;F;50/64;cadres moyen;regulierement;7;7
45;Gmoyen;Ffaible;Gmoyen_Ffaible;7;chocolat_noir;bon,chocolat,intense;2;4;3;2;agreablement surpris;7;M;50/64;cadres moyen;regulierement;6;9
45;Gmoyen;Fmoyen;Gmoyen_Fmoyen;7;chocolat_noir;bon,chocolat,intense;3;4;4;2;agreablement surpris;8;M;50/64;cadres moyen;regulierement;6;9
45;Gmoyen;Ffort;Gmoyen_Ffort;7;chocolat_noir;bon,chocolat,intense;3;4;3;3;tres agreablement surpris;8;M;50/64;cadres moyen;regulierement;6;9
45;Gfonce;Ffaible;Gfonce_Ffaible;7;chocolat_noir;amer,force,chocolat;2;4;4;2;decu;3;M;50/64;cadres moyen;regulierement;6;9
45;Gfonce;Ffort;Gfonce_Ffort;7;chocolat_noir;amer,force,chocolat;3;4;3;2;agreablement surpris;8;M;50/64;cadres moyen;regulierement;6;9
45;Gfonce;Fmoyen;Gfonce_Fmoyen;7;chocolat_noir;amer,force,chocolat;3;3;3;2;agreablement surpris;8;M;50/64;cadres moyen;regulierement;6;9
45;Gclair;Fmoyen;Gclair_Fmoyen;4;cafe,caramel;cafe,caramel;2;4;4;2;decu;6;M;50/64;cadres moyen;regulierement;6;9
45;Gclair;Ffort;Gclair_Ffort;4;cafe,caramel;cafe,caramel;4;4;3;3;agreablement surpris;6;M;50/64;cadres moyen;regulierement;6;9
45;Gclair;Ffaible;Gclair_Ffaible;4;cafe,caramel;cafe,caramel;3;3;3;3;tres agreablement surpris;9;M;50/64;cadres moyen;regulierement;6;9
46;Gclair;Fmoyen;Gclair_Fmoyen;2;cafe,;cafe,pas_du_chocolat;2;2;3;1;je m attendais a ca;3;F;18/24;etudiants;occasionnellement;7;3
46;Gclair;Ffaible;Gclair_Ffaible;2;cafe,;cafe,pas_du_chocolat;2;3;3;2;agreablement surpris;5;F;18/24;etudiants;occasionnellement;7;3
46;Gclair;Ffort;Gclair_Ffort;2;cafe,;cafe,pas_du_chocolat;4;3;3;3;agreablement surpris;7;F;18/24;etudiants;occasionnellement;7;3
46;Gfonce;Ffort;Gfonce_Ffort;9;chocolat,intense;chocolat,intense,amer;2;4;3;3;decu;7;F;18/24;etudiants;occasionnellement;7;3
46;Gfonce;Ffaible;Gfonce_Ffaible;9;chocolat,intense;chocolat,intense,amer;1;4;3;2;tres decu;5;F;18/24;etudiants;occasionnellement;7;3
46;Gfonce;Fmoyen;Gfonce_Fmoyen;9;chocolat,intense;chocolat,intense,amer;3;3;3;3;je m attendais a ca;9;F;18/24;etudiants;occasionnellement;7;3
46;Gmoyen;Fmoyen;Gmoyen_Fmoyen;8;chocolat_au_lait;chocolat,plus,sucre,moins,intense;4;2;3;2;je m attendais a ca;6;F;18/24;etudiants;occasionnellement;7;3
46;Gmoyen;Ffaible;Gmoyen_Ffaible;8;chocolat_au_lait;chocolat,plus,sucre,moins,intense;3;3;3;1;decu;5;F;18/24;etudiants;occasionnellement;7;3
46;Gmoyen;Ffort;Gmoyen_Ffort;8;chocolat_au_lait;chocolat,plus,sucre,moins,intense;5;2;2;4;agreablement surpris;8;F;18/24;etudiants;occasionnellement;7;3
47;Gclair;Fmoyen;Gclair_Fmoyen;2;cafe;sucre,cremeux,craquant;3;3;4;2;agreablement surpris;7;F;18/24;etudiants;regulierement;9;0
47;Gclair;Ffaible;Gclair_Ffaible;2;cafe;sucre,cremeux,craquant;2;3;5;1;decu;6;F;18/24;etudiants;regulierement;9;0
47;Gclair;Ffort;Gclair_Ffort;2;cafe;sucre,cremeux,craquant;3;3;3;3;je m attendais a ca;5;F;18/24;etudiants;regulierement;9;0
47;Gfonce;Ffort;Gfonce_Ffort;9;chocolat,intense,puissant;amer,gout,cacaote;2;3;2;3;je m attendais a ca;3;F;18/24;etudiants;regulierement;9;0
47;Gfonce;Ffaible;Gfonce_Ffaible;9;chocolat,intense,puissant;amer,gout,cacaote;2;4;4;1;tres decu;2;F;18/24;etudiants;regulierement;9;0
47;Gfonce;Fmoyen;Gfonce_Fmoyen;9;chocolat,intense,puissant;amer,gout,cacaote;2;3;3;2;je m attendais a ca;5;F;18/24;etudiants;regulierement;9;0
47;Gmoyen;Fmoyen;Gmoyen_Fmoyen;7;chocolat,sucre,pas_lacte;tres_sucre,doux;4;2;4;3;decu;4;F;18/24;etudiants;regulierement;9;0
47;Gmoyen;Ffaible;Gmoyen_Ffaible;7;chocolat,sucre,pas_lacte;tres_sucre,doux;3;3;3;3;agreablement surpris;8;F;18/24;etudiants;regulierement;9;0
47;Gmoyen;Ffort;Gmoyen_Ffort;7;chocolat,sucre,pas_lacte;tres_sucre,doux;5;2;3;5;tres decu;1;F;18/24;etudiants;regulierement;9;0
48;Gmoyen;Ffaible;Gmoyen_Ffaible;4;marron_assez_clair,chocolat_au_lait;pate,assez_ferme,coulant;2;3;4;3;decu;5;F;18/24;etudiants;occasionnellement;10;0
48;Gmoyen;Ffort;Gmoyen_Ffort;4;marron_assez_clair,chocolat_au_lait;pate,assez_ferme,coulant;4;2;2;4;agreablement surpris;7;F;18/24;etudiants;occasionnellement;10;0
48;Gmoyen;Fmoyen;Gmoyen_Fmoyen;4;marron_assez_clair,chocolat_au_lait;pate,assez_ferme,coulant;3;3;3;4;agreablement surpris;8;F;18/24;etudiants;occasionnellement;10;0
48;Gfonce;Fmoyen;Gfonce_Fmoyen;7;chocolat_noir;chocolat,intense;2;4;4;2;decu;4;F;18/24;etudiants;occasionnellement;10;0
48;Gfonce;Ffort;Gfonce_Ffort;7;chocolat_noir;chocolat,intense;3;3;3;3;je m attendais a ca;6;F;18/24;etudiants;occasionnellement;10;0
48;Gfonce;Ffaible;Gfonce_Ffaible;7;chocolat_noir;chocolat,intense;2;4;2;2;decu;3;F;18/24;etudiants;occasionnellement;10;0
48;Gclair;Ffaible;Gclair_Ffaible;2;cafe;peu_chocolate;2;5;3;3;decu;4;F;18/24;etudiants;occasionnellement;10;0
48;Gclair;Ffort;Gclair_Ffort;2;cafe;peu_chocolate;5;2;3;4;agreablement surpris;6;F;18/24;etudiants;occasionnellement;10;0
48;Gclair;Fmoyen;Gclair_Fmoyen;2;cafe;peu_chocolate;3;4;3;2;je m attendais a ca;5;F;18/24;etudiants;occasionnellement;10;0
49;Gmoyen;Ffaible;Gmoyen_Ffaible;5;chocolat_au_lait;liquide;2;4;4;3;je m attendais a ca;5;F;18/24;etudiants;occasionnellement;8;1
49;Gmoyen;Ffort;Gmoyen_Ffort;5;chocolat_au_lait;liquide;4;3;3;3;agreablement surpris;7;F;18/24;etudiants;occasionnellement;8;1
49;Gmoyen;Fmoyen;Gmoyen_Fmoyen;5;chocolat_au_lait;liquide;3;3;4;4;agreablement surpris;8;F;18/24;etudiants;occasionnellement;8;1
49;Gfonce;Fmoyen;Gfonce_Fmoyen;7;chocolat_noir;assez_intense,amer;2;1;3;2;decu;4;F;18/24;etudiants;occasionnellement;8;1
49;Gfonce;Ffort;Gfonce_Ffort;7;chocolat_noir;assez_intense,amer;3;3;3;3;je m attendais a ca;6;F;18/24;etudiants;occasionnellement;8;1
49;Gfonce;Ffaible;Gfonce_Ffaible;7;chocolat_noir;assez_intense,amer;1;5;4;2;decu;4;F;18/24;etudiants;occasionnellement;8;1
49;Gclair;Ffaible;Gclair_Ffaible;4;cafe;peu_chocolate,ni_trop_amer,ni_trop_doux;2;4;4;2;decu;4;F;18/24;etudiants;occasionnellement;8;1
49;Gclair;Ffort;Gclair_Ffort;4;cafe;peu_chocolate,ni_trop_amer,ni_trop_doux;4;3;3;3;je m attendais a ca;6;F;18/24;etudiants;occasionnellement;8;1
49;Gclair;Fmoyen;Gclair_Fmoyen;4;cafe;peu_chocolate,ni_trop_amer,ni_trop_doux;1;5;5;2;tres decu;2;F;18/24;etudiants;occasionnellement;8;1
50;Gfonce;Ffort;Gfonce_Ffort;10;chocolat_patissier;fort,gout,de,chocolat_noir,pas_trop_amer;1;4;4;1;decu;6;M;18/24;etudiants;regulierement;10;2
50;Gfonce;Fmoyen;Gfonce_Fmoyen;10;chocolat_patissier;fort,gout,de,chocolat_noir,pas_trop_amer;3;4;4;3;decu;6;M;18/24;etudiants;regulierement;10;2
50;Gfonce;Ffaible;Gfonce_Ffaible;10;chocolat_patissier;fort,gout,de,chocolat_noir,pas_trop_amer;3;3;3;3;je m attendais a ca;9;M;18/24;etudiants;regulierement;10;2
50;Gmoyen;Ffort;Gmoyen_Ffort;5;chocolat_au_lait;chocolat_au_lait,fade,pate,noisette;1;5;3;5;decu;2;M;18/24;etudiants;regulierement;10;2
50;Gmoyen;Fmoyen;Gmoyen_Fmoyen;5;chocolat_au_lait;chocolat_au_lait,fade,pate,noisette;3;2;3;3;je m attendais a ca;7;M;18/24;etudiants;regulierement;10;2
50;Gmoyen;Ffaible;Gmoyen_Ffaible;5;chocolat_au_lait;chocolat_au_lait,fade,pate,noisette;3;3;3;3;je m attendais a ca;6;M;18/24;etudiants;regulierement;10;2
50;Gclair;Ffaible;Gclair_Ffaible;0;cafe,praline;tres,forte_amer,du,cafe;4;4;4;1;tres agreablement surpris;6;M;18/24;etudiants;regulierement;10;2
50;Gclair;Fmoyen;Gclair_Fmoyen;0;cafe,praline;tres,forte_amer,du,cafe;5;3;2;2;tres agreablement surpris;8;M;18/24;etudiants;regulierement;10;2
50;Gclair;Ffort;Gclair_Ffort;0;cafe,praline;tres,forte_amer,du,cafe;3;4;3;3;je m attendais a ca;0;M;18/24;etudiants;regulierement;10;2
51;Gfonce;Ffort;Gfonce_Ffort;10;envie,eclair_au_chocolat;chocolate,sucre,doux;3;3;3;3;je m attendais a ca;10;F;18/24;etudiants;occasionnellement;7;3
51;Gfonce;Fmoyen;Gfonce_Fmoyen;10;envie,eclair_au_chocolat;chocolate,sucre,doux;4;4;3;3;decu;6;F;18/24;etudiants;occasionnellement;7;3
51;Gfonce;Ffaible;Gfonce_Ffaible;10;envie,eclair_au_chocolat;chocolate,sucre,doux;2;4;3;3;agreablement surpris;8;F;18/24;etudiants;occasionnellement;7;3
51;Gmoyen;Ffort;Gmoyen_Ffort;5;chocolat_au_lait;doux,lait,chocolate;2;3;3;3;agreablement surpris;9;F;18/24;etudiants;occasionnellement;7;3
51;Gmoyen;Fmoyen;Gmoyen_Fmoyen;5;chocolat_au_lait;doux,lait,chocolate;3;4;3;3;tres agreablement surpris;10;F;18/24;etudiants;occasionnellement;7;3
51;Gmoyen;Ffaible;Gmoyen_Ffaible;5;chocolat_au_lait;doux,lait,chocolate;2;3;3;3;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;7;3
51;Gclair;Ffaible;Gclair_Ffaible;0;cafe,caramel;cafe,amer,pas_bon;2;4;3;2;agreablement surpris;5;F;18/24;etudiants;occasionnellement;7;3
51;Gclair;Fmoyen;Gclair_Fmoyen;0;cafe,caramel;cafe,amer,pas_bon;4;4;3;3;tres agreablement surpris;9;F;18/24;etudiants;occasionnellement;7;3
51;Gclair;Ffort;Gclair_Ffort;0;cafe,caramel;cafe,amer,pas_bon;2;2;3;3;decu;3;F;18/24;etudiants;occasionnellement;7;3
52;Gfonce;Ffort;Gfonce_Ffort;8;beaucoup_de_chocolat_noir,60%,brillant,appetissant,fraichement_glace;chocolat,onctueux,cremeux;1;3;3;1;decu;6;F;50/64;retraites;occasionnellement;8;0
52;Gfonce;Fmoyen;Gfonce_Fmoyen;8;beaucoup_de_chocolat_noir,60%,brillant,appetissant,fraichement_glace;chocolat,onctueux,cremeux;2;3;3;1;decu;7;F;50/64;retraites;occasionnellement;8;0
52;Gfonce;Ffaible;Gfonce_Ffaible;8;beaucoup_de_chocolat_noir,60%,brillant,appetissant,fraichement_glace;chocolat,onctueux,cremeux;1;4;3;1;decu;5;F;50/64;retraites;occasionnellement;8;0
52;Gclair;Fmoyen;Gclair_Fmoyen;6;peu_pale,moins_chocolate;pale,brillant,lacte,fraicheur,du,produit;3;3;3;3;agreablement surpris;8;F;50/64;retraites;occasionnellement;8;0
52;Gclair;Ffort;Gclair_Ffort;6;peu_pale,moins_chocolate;pale,brillant,lacte,fraicheur,du,produit;3;3;3;3;tres agreablement surpris;9;F;50/64;retraites;occasionnellement;8;0
52;Gclair;Ffaible;Gclair_Ffaible;6;peu_pale,moins_chocolate;pale,brillant,lacte,fraicheur,du,produit;1;5;4;2;tres decu;3;F;50/64;retraites;occasionnellement;8;0
52;Gmoyen;Ffaible;Gmoyen_Ffaible;8;brillant,frais,cafe,appetissant;frais,cafe,onctueux,cremeux;3;3;3;3;tres agreablement surpris;10;F;50/64;retraites;occasionnellement;8;0
52;Gmoyen;Ffort;Gmoyen_Ffort;8;brillant,frais,cafe,appetissant;frais,cafe,onctueux,cremeux;3;4;3;3;agreablement surpris;9;F;50/64;retraites;occasionnellement;8;0
52;Gmoyen;Fmoyen;Gmoyen_Fmoyen;8;brillant,frais,cafe,appetissant;frais,cafe,onctueux,cremeux;3;5;4;3;decu;7;F;50/64;retraites;occasionnellement;8;0
53;Gfonce;Ffort;Gfonce_Ffort;5;classique;sucre,chocolat,legere,amer,douceur;2;2;3;4;je m attendais a ca;3;M;50/64;professions liberales et cadres superieurs;regulierement;10;4
53;Gfonce;Fmoyen;Gfonce_Fmoyen;5;classique;sucre,chocolat,legere,amer,douceur;1;1;2;2;decu;2;M;50/64;professions liberales et cadres superieurs;regulierement;10;4
53;Gfonce;Ffaible;Gfonce_Ffaible;5;classique;sucre,chocolat,legere,amer,douceur;3;3;3;3;agreablement surpris;7;M;50/64;professions liberales et cadres superieurs;regulierement;10;4
53;Gclair;Fmoyen;Gclair_Fmoyen;8;chocolat_au_lait;lacte,;2;3;2;1;decu;2;M;50/64;professions liberales et cadres superieurs;regulierement;10;4
53;Gclair;Ffort;Gclair_Ffort;8;chocolat_au_lait;lacte,;3;3;3;4;je m attendais a ca;5;M;50/64;professions liberales et cadres superieurs;regulierement;10;4
53;Gclair;Ffaible;Gclair_Ffaible;8;chocolat_au_lait;lacte,;2;2;2;5;decu;2;M;50/64;professions liberales et cadres superieurs;regulierement;10;4
53;Gmoyen;Ffaible;Gmoyen_Ffaible;3;caramel;sucre,lacte;3;2;2;3;decu;4;M;50/64;professions liberales et cadres superieurs;regulierement;10;4
53;Gmoyen;Ffort;Gmoyen_Ffort;3;caramel;sucre,lacte;3;3;3;3;je m attendais a ca;8;M;50/64;professions liberales et cadres superieurs;regulierement;10;4
53;Gmoyen;Fmoyen;Gmoyen_Fmoyen;3;caramel;sucre,lacte;2;2;2;2;decu;3;M;50/64;professions liberales et cadres superieurs;regulierement;10;4
54;Gclair;Fmoyen;Gclair_Fmoyen;2;cafe,caramel,pas_du_chocolat,peu_de_gout;fade,sucre;4;4;4;2;agreablement surpris;8;F;18/24;etudiants;occasionnellement;9;2
54;Gclair;Ffort;Gclair_Ffort;2;cafe,caramel,pas_du_chocolat,peu_de_gout;fade,sucre;2;5;2;3;je m attendais a ca;1;F;18/24;etudiants;occasionnellement;9;2
54;Gclair;Ffaible;Gclair_Ffaible;2;cafe,caramel,pas_du_chocolat,peu_de_gout;fade,sucre;4;4;4;1;agreablement surpris;8;F;18/24;etudiants;occasionnellement;9;2
54;Gmoyen;Ffort;Gmoyen_Ffort;5;chocolat_au_lait,sucre,chocolat,chaud;sucre,lait;4;1;1;5;tres decu;2;F;18/24;etudiants;occasionnellement;9;2
54;Gmoyen;Ffaible;Gmoyen_Ffaible;5;chocolat_au_lait,sucre,chocolat,chaud;sucre,lait;3;3;3;3;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;9;2
54;Gmoyen;Fmoyen;Gmoyen_Fmoyen;5;chocolat_au_lait,sucre,chocolat,chaud;sucre,lait;5;1;2;4;decu;3;F;18/24;etudiants;occasionnellement;9;2
54;Gfonce;Ffaible;Gfonce_Ffaible;9;chocolat_noir;fort,gout,de,chocolat,;2;3;4;3;je m attendais a ca;7;F;18/24;etudiants;occasionnellement;9;2
54;Gfonce;Fmoyen;Gfonce_Fmoyen;9;chocolat_noir;fort,gout,de,chocolat,;2;4;4;2;je m attendais a ca;7;F;18/24;etudiants;occasionnellement;9;2
54;Gfonce;Ffort;Gfonce_Ffort;9;chocolat_noir;fort,gout,de,chocolat,;2;1;1;5;tres decu;2;F;18/24;etudiants;occasionnellement;9;2
55;Gclair;Fmoyen;Gclair_Fmoyen;3;caramel;sucre,doux,leger;4;2;4;3;agreablement surpris;7;F;18/24;etudiants;occasionnellement;5;2
55;Gclair;Ffort;Gclair_Ffort;3;caramel;sucre,doux,leger;4;3;3;3;decu;3;F;18/24;etudiants;occasionnellement;5;2
55;Gclair;Ffaible;Gclair_Ffaible;3;caramel;sucre,doux,leger;3;3;3;3;decu;3;F;18/24;etudiants;occasionnellement;5;2
55;Gmoyen;Ffort;Gmoyen_Ffort;6;chocolat;chocolat,sucre,fort;3;3;3;3;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;5;2
55;Gmoyen;Ffaible;Gmoyen_Ffaible;6;chocolat;chocolat,sucre,fort;2;3;3;3;decu;5;F;18/24;etudiants;occasionnellement;5;2
55;Gmoyen;Fmoyen;Gmoyen_Fmoyen;6;chocolat;chocolat,sucre,fort;3;3;3;3;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;5;2
55;Gfonce;Ffaible;Gfonce_Ffaible;6;chocolat_noir;chocolate,amer,intense;1;3;3;2;decu;4;F;18/24;etudiants;occasionnellement;5;2
55;Gfonce;Fmoyen;Gfonce_Fmoyen;6;chocolat_noir;chocolate,amer,intense;3;3;3;3;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;5;2
55;Gfonce;Ffort;Gfonce_Ffort;6;chocolat_noir;chocolate,amer,intense;3;3;3;3;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;5;2
56;Gmoyen;Ffort;Gmoyen_Ffort;7;chocolat,praline;douceur,onctuosite,cacao,sucre;4;3;2;4;agreablement surpris;6;M;25/34;cadres moyen;occasionnellement;4;6
56;Gmoyen;Ffaible;Gmoyen_Ffaible;7;chocolat,praline;douceur,onctuosite,cacao,sucre;3;4;3;2;agreablement surpris;7;M;25/34;cadres moyen;occasionnellement;4;6
56;Gmoyen;Fmoyen;Gmoyen_Fmoyen;7;chocolat,praline;douceur,onctuosite,cacao,sucre;3;3;3;3;tres agreablement surpris;9;M;25/34;cadres moyen;occasionnellement;4;6
56;Gclair;Fmoyen;Gclair_Fmoyen;5;cafe;cafe,chocolat;3;3;4;2;je m attendais a ca;7;M;25/34;cadres moyen;occasionnellement;4;6
56;Gclair;Ffaible;Gclair_Ffaible;5;cafe;cafe,chocolat;2;4;4;2;je m attendais a ca;6;M;25/34;cadres moyen;occasionnellement;4;6
56;Gclair;Ffort;Gclair_Ffort;5;cafe;cafe,chocolat;4;2;1;4;decu;4;M;25/34;cadres moyen;occasionnellement;4;6
56;Gfonce;Ffaible;Gfonce_Ffaible;10;intense,cacao,qualite,chocolat_noir;chocolat,intense,equilibre;2;4;3;2;decu;4;M;25/34;cadres moyen;occasionnellement;4;6
56;Gfonce;Ffort;Gfonce_Ffort;10;intense,cacao,qualite,chocolat_noir;chocolat,intense,equilibre;3;4;2;3;je m attendais a ca;8;M;25/34;cadres moyen;occasionnellement;4;6
56;Gfonce;Fmoyen;Gfonce_Fmoyen;10;intense,cacao,qualite,chocolat_noir;chocolat,intense,equilibre;3;4;3;3;je m attendais a ca;8;M;25/34;cadres moyen;occasionnellement;4;6
57;Gmoyen;Ffort;Gmoyen_Ffort;6;chocolat,cafe;sucre,croustillant,froid;2;2;3;3;decu;3;F;25/34;etudiants;regulierement;9;7
57;Gmoyen;Ffaible;Gmoyen_Ffaible;6;chocolat,cafe;sucre,croustillant,froid;3;3;3;3;agreablement surpris;7;F;25/34;etudiants;regulierement;9;7
57;Gmoyen;Fmoyen;Gmoyen_Fmoyen;6;chocolat,cafe;sucre,croustillant,froid;4;3;2;3;agreablement surpris;9;F;25/34;etudiants;regulierement;9;7
57;Gclair;Fmoyen;Gclair_Fmoyen;5;cafe,caramel;cafe,sucre,froid;4;3;3;4;decu;4;F;25/34;etudiants;regulierement;9;7
57;Gclair;Ffaible;Gclair_Ffaible;5;cafe,caramel;cafe,sucre,froid;3;3;3;3;je m attendais a ca;6;F;25/34;etudiants;regulierement;9;7
57;Gclair;Ffort;Gclair_Ffort;5;cafe,caramel;cafe,sucre,froid;4;2;2;4;decu;4;F;25/34;etudiants;regulierement;9;7
57;Gfonce;Ffaible;Gfonce_Ffaible;8;chocolat_noir;amer,du,chocolat_noir,cafe;2;2;1;4;tres decu;2;F;25/34;etudiants;regulierement;9;7
57;Gfonce;Ffort;Gfonce_Ffort;8;chocolat_noir;amer,du,chocolat_noir,cafe;3;2;2;4;je m attendais a ca;5;F;25/34;etudiants;regulierement;9;7
57;Gfonce;Fmoyen;Gfonce_Fmoyen;8;chocolat_noir;amer,du,chocolat_noir,cafe;3;3;3;3;je m attendais a ca;8;F;25/34;etudiants;regulierement;9;7
58;Gclair;Ffaible;Gclair_Ffaible;7;cafe,caramel;cafe_amer,croquant;3;3;3;2;tres agreablement surpris;9;F;18/24;etudiants;occasionnellement;7;6
58;Gclair;Fmoyen;Gclair_Fmoyen;7;cafe,caramel;cafe_amer,croquant;4;4;3;2;tres agreablement surpris;8;F;18/24;etudiants;occasionnellement;7;6
58;Gclair;Ffort;Gclair_Ffort;7;cafe,caramel;cafe_amer,croquant;3;2;3;4;agreablement surpris;7;F;18/24;etudiants;occasionnellement;7;6
58;Gfonce;Fmoyen;Gfonce_Fmoyen;10;chocolat_noir,amer;tres_sucre;3;4;3;2;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;7;6
58;Gfonce;Ffaible;Gfonce_Ffaible;10;chocolat_noir,amer;tres_sucre;3;3;3;2;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;7;6
58;Gfonce;Ffort;Gfonce_Ffort;10;chocolat_noir,amer;tres_sucre;4;3;2;3;agreablement surpris;8;F;18/24;etudiants;occasionnellement;7;6
58;Gmoyen;Fmoyen;Gmoyen_Fmoyen;6;chocolat_au_lait,caramel;tres_sucre,fondant;4;4;4;2;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;7;6
58;Gmoyen;Ffaible;Gmoyen_Ffaible;6;chocolat_au_lait,caramel;tres_sucre,fondant;4;4;4;2;je m attendais a ca;8;F;18/24;etudiants;occasionnellement;7;6
58;Gmoyen;Ffort;Gmoyen_Ffort;6;chocolat_au_lait,caramel;tres_sucre,fondant;4;2;3;4;decu;7;F;18/24;etudiants;occasionnellement;7;6
59;Gclair;Ffaible;Gclair_Ffaible;1;cafe;neutre,fade;1;3;3;1;je m attendais a ca;2;F;50/64;employes;occasionnellement;9;7
59;Gclair;Fmoyen;Gclair_Fmoyen;1;cafe;neutre,fade;4;3;3;2;je m attendais a ca;5;F;50/64;employes;occasionnellement;9;7
59;Gclair;Ffort;Gclair_Ffort;1;cafe;neutre,fade;2;4;4;4;je m attendais a ca;0;F;50/64;employes;occasionnellement;9;7
59;Gfonce;Fmoyen;Gfonce_Fmoyen;7;chocolat,sombre;amer,peu_sucre,gouteux;3;3;4;3;je m attendais a ca;6;F;50/64;employes;occasionnellement;9;7
59;Gfonce;Ffaible;Gfonce_Ffaible;7;chocolat,sombre;amer,peu_sucre,gouteux;1;3;5;1;tres decu;0;F;50/64;employes;occasionnellement;9;7
59;Gfonce;Ffort;Gfonce_Ffort;7;chocolat,sombre;amer,peu_sucre,gouteux;2;2;5;3;tres decu;0;F;50/64;employes;occasionnellement;9;7
59;Gmoyen;Fmoyen;Gmoyen_Fmoyen;8;chocolat,cafe,;chocolat,leger,peu_amer,sucre;4;3;3;2;je m attendais a ca;6;F;50/64;employes;occasionnellement;9;7
59;Gmoyen;Ffaible;Gmoyen_Ffaible;8;chocolat,cafe,;chocolat,leger,peu_amer,sucre;2;2;4;2;decu;3;F;50/64;employes;occasionnellement;9;7
59;Gmoyen;Ffort;Gmoyen_Ffort;8;chocolat,cafe,;chocolat,leger,peu_amer,sucre;4;3;4;4;decu;0;F;50/64;employes;occasionnellement;9;7
60;Gfonce;Fmoyen;Gfonce_Fmoyen;3;chocolat;beaucoup_chocolat_noir;2;3;4;4;decu;5;F;50/64;cadres moyen;regulierement;9;3
60;Gfonce;Ffort;Gfonce_Ffort;3;chocolat;beaucoup_chocolat_noir;3;3;3;3;agreablement surpris;7;F;50/64;cadres moyen;regulierement;9;3
60;Gfonce;Ffaible;Gfonce_Ffaible;3;chocolat;beaucoup_chocolat_noir;2;4;4;2;tres agreablement surpris;8;F;50/64;cadres moyen;regulierement;9;3
60;Gmoyen;Fmoyen;Gmoyen_Fmoyen;4;cafe,chocolat_au_lait;fraicheur,amer;3;3;4;2;je m attendais a ca;5;F;50/64;cadres moyen;regulierement;9;3
60;Gmoyen;Ffaible;Gmoyen_Ffaible;4;cafe,chocolat_au_lait;fraicheur,amer;3;4;4;3;je m attendais a ca;7;F;50/64;cadres moyen;regulierement;9;3
60;Gmoyen;Ffort;Gmoyen_Ffort;4;cafe,chocolat_au_lait;fraicheur,amer;5;2;2;4;tres decu;4;F;50/64;cadres moyen;regulierement;9;3
60;Gclair;Fmoyen;Gclair_Fmoyen;8;caramel;caramel;3;2;3;3;agreablement surpris;8;F;50/64;cadres moyen;regulierement;9;3
60;Gclair;Ffaible;Gclair_Ffaible;8;caramel;caramel;3;2;4;3;je m attendais a ca;8;F;50/64;cadres moyen;regulierement;9;3
60;Gclair;Ffort;Gclair_Ffort;8;caramel;caramel;5;1;2;4;decu;3;F;50/64;cadres moyen;regulierement;9;3
